Nome Corso,Link,Descrizione per IA
MEDICINA VETERINARIA,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/medicina-veterinaria,"ll Corso di laurea magistrale in Medicina Veterinaria è a numero programmato a livello nazionale. Il numero di posti destinati agli studenti comunitari e non comunitari, di cui alla legge 30 luglio 2012, n.189, art. 26, ed agli studenti non comunitari residenti all'estero è definito annualmente dal MIUR, così come le procedure per l'ammissione al Corso di laurea. Per ottenere il titolo accademico lo studente deve conseguire 282 crediti formativi universitari (CFU) degli insegnamenti obbligatori, 10 CFU della prova finale e 8 CFU a propria scelta per un totale di 300 CFU. A partire dalla coorte 23, ai sensi degli articoli 1 e 3 della legge 8 novembre 2021 n. 163, l'esame finale per il conseguimento della laurea magistrale a ciclo unico in medicina veterinaria - classe LM-42 abilita all'esercizio della professione di medico veterinario. A tal fine il predetto esame finale comprende lo svolgimento di una prova pratica valutativa (PPV) delle competenze professionali acquisite con il tirocinio interno ai corsi di studio, volta ad accertare il livello di preparazione del/della candidato/a per l'abilitazione all'esercizio della professione, che precede la discussione della tesi di laurea."
MEDICINE AND SURGERY,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/medicine-and-surgery,"La vita universitaria si svolge in un ambiente tipo campus con forte integrazione tra assistenza, didattica e ricerca. La compattezza logistica della didattica e la contiguità con le strutture ospedaliere facilitano l'interazione tra studentesse/studenti e docenti; lo svolgimento di corsi integrati e un contatto precoce con le pazienti e i pazienti con tirocinio clinico fin dal I anno di corso, con studentesse / studenti di infermieristica del III anno come tutor. I momenti più significativi della vita universitaria degli studenti / delle studentesse, quali l'ingresso nel CdS come matricole, la transizione dagli studi preclinici alle attività di tirocinio a contatto con le/i pazienti e la sessione di laurea, sono valorizzati con cerimonie ad hoc quali il momento di accoglienza delle matricole denominato Freshmen Day, la White Coat Ceremony - al III anno - dove gli studenti / le studentesse ricevono il primo camice con il logo del CdS e la cerimonia di laurea. L'attivazione del Centro di Simulazione Medica Avanzata (dotato di apparecchiature di elevato standard tecnologico e condotta da uno staff di rilevante esperienza) e - a partire dall'a.a. 2023/2024 - della Camera interattiva Immersiva (gestita e monitorata da uno staff di rilevante esperienza, da una sala di controllo collegata da telecamere e sistemi audio in vetro unidirezionali e ambientali) ha introdotto un alto livello di innovazione didattica incrementando anche lo svolgimento di attività pratiche (ADE e Tirocini)."
METODI STATISTICI ED ECONOMICI PER LE DECISIONI,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/metodi-statistici-ed-economici-le-decisioni,"Il corso di Laurea Magistrale in Metodi Statistici ed Economici per le Decisioni si collega alla Laurea in Economia e Statistica per le Organizzazioni offerta dal Dipartimento di Economia e Statistica 'Cognetti De Martiis' (in particolare al percorso statistico) riprendendo e sviluppando a livello più avanzato i metodi utili per e quindi per supportare i processi decisionali a qualunque livello in campo economico, sociale e organizzativo, basandosi su analisii empiricamente fondate Si tratta di competenze indispensabili per lavori nei campi del supporto alle decisioni, della gestione dei sistemi informativi della valutazione delle politiche, del marketing della consulenza aziendale."
MODA E CULTURA D'IMPRESA,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/moda-e-cultura-dimpresa,"Il corso prevede di comprendere in ciascuno dei tre anni un laboratorio di 8CFU che riguardi le tematiche che definiscono il profilo della laurea Moda e Cultura d'impresa, coniugando contenuti relativi a moda, creatività, professioni e imprese della moda a partire da discipline caratterizzanti (L-ART/06). Nel primo anno una mirata integrazione di insegnamenti di base e caratterizzanti consente di fornire a studenti e studentesse strumenti e competenze che integrano discipline letterarie, filosofiche (estetologiche) e storiche, con i linguaggi dell'arte, della moda e del cinema, configurando il contesto di riferimento primario dell'offerta formativa. Il secondo anno aggiungerà ad altri insegnamenti caratterizzanti, anche insegnamenti affini e integrativi, mettendo in relazione competenze relative ai linguaggi della moda, con competenze di creatività digitale, diritto, marketing e pedagogia della creatività. A scelta dello studente, la possibilità di approfondimenti di tipo sociologico, comunicazione e media, archivi e musei, e storia del design e del Made in Italy. Il terzo anno prevede tra le discipline caratterizzanti, la lingua inglese, declinata secondo il profilo tematico della Laurea, ulteriori competenze filosofiche, declinate in senso etico rispetto al sistema moda. Due esami a scelta consentiranno a studenti e studentesse ulteriori approfondimenti che ampliano l'offerta a tematiche come la sostenibilità, la progettazione di ambienti espositivi, il rapporto tra moda ed evento, il riferimento alla cultura del tessile nel modo asiatico, attraverso un ulteriore proposta di insegnamenti affini e integrativi. Il percorso si completa con un tirocinio che potrà essere di riferimento anche per la prova finale (Cfr. Infra). Per immatricolarsi al Corso di Laurea in Moda e Cultura d'Impresa si deve sostenere il TARM (Test di Accertamento dei Requisiti Minimi) che sarà erogato attraverso il TOLC-SU di CISIA. Il TOLC-SU è composto da 50 quesiti suddivisi in 3 sezioni. Le sezioni sono: Comprensione del testo e conoscenza della lingua italiana (30 quesiti, 60 minuti), Conoscenze e competenze acquisite negli studi (10 quesiti, 20 minuti), Ragionamento logico (10 quesiti, 20 minuti). A questi si aggiungono 30 quesiti per la lingua inglese (15 minuti)."
MOLECULAR BIOTECHNOLOGY,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/molecular-biotechnology,"Il corso di studio si prefigge come obiettivo quello di formare dei laureati che possiedano elevati livelli di competenza nella programmazione e nello sviluppo scientifico e tecnico produttivo delle biotecnologie applicate nel campo della sanità umana ed animale; in tale modo potranno operare con funzioni di elavata responsabilità. L'iscrizione potrà avvenire solo previa verifica dell'adeguatezza della personale preparazione dei candidati. Per poter accedere a tale verifica è richiesto il possesso dei seguenti requisiti curriculari minimi: a) almeno n. 50 CFU in uno o più dei seguenti SSD: BIO/01, BIO/05, BIO/06, BIO/09, BIO/10, BIO/11, BIO/13, BIO/14, BIO/16, BIO/17, BIO/18, BIO/19, CHIM/01, CHIM/02, CHIM/03, CHIM/06, CHIM/08;"
"MONITORAGGIO AMBIENTALE, TUTELA E RIPRISTINO",https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/monitoraggio-ambientale-tutela-e-ripristino,"La Laurea Magistrale in 'Monitoraggio Ambientale, Tutela e Ripristino' (MATeR) integra competenze interdisciplinari su più scale di osservazione e di intervento, grazie alla collaborazione di docenti provenienti da ambiti differenti che si occupano di tematiche di ampia rilevanza ambientale e legate alla sostenibilità nel suo significato più ampio. Le attività formative della Laurea Magistrale 'MATeR' sono perciò finalizzate all'acquisizione di competenze necessarie per l'analisi dei processi che vedono l'interazione tra componenti naturali ed ambiente antropizzato. In un'ottica di 'sostenibilità dinamica', il/la Laureato/a sarà in grado di elaborare un approccio sistemico, attivo e gestionale, sulle componenti ambientali di interesse (biotiche, abiotiche, antropiche) e le loro complesse interazioni. Le competenze acquisite costituiranno strumento di indirizzo e supporto per le scelte di valutazione, controllo e gestione dell'ambiente, raggiungendo un'adeguata formazione tecnico-scientifica tale da consentire un pronto inserimento nel mondo del lavoro. Il percorso formativo prevede il coinvolgimento attivo della componente studentesca, anche tramite lo svolgimento di attività pratiche ed applicative, sia in laboratorio, che sul campo ed in collaborazione con aziende ed enti territoriali."
ODONTOIATRIA E PROTESI DENTARIA,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/odontoiatria-e-protesi-dentaria,"Il Corso di laurea magistrale in odontoiatria e protesi dentaria (LM 46), ad accesso programmato (in base all'art. 1 della L. 264/99), prevede l'acquisizione di 360 crediti formativi universitari (CFU), comprensivi di 90 CFU attribuiti al tirocinio pre-clinico e clinico professionalizzante, distribuiti in 6 anni di corso. Nei primi due anni lo studente, con il superamento di 11 esami, acquisisce 119 CFU. Attraverso lo studio della chimica e biochimica, della istologia e dell'anatomia umana, della biologia applicata e molecolare, della microbiologia, della biochimica clinica, della patologia generale e della fisiologia lo studente apprende i fondamenti dell'organizzazione strutturale e delle funzioni vitali del corpo umano, comprensive delle problematiche legate al rapporto medico-paziente ed i principi che sono alla base della metodologia scientifica. Dal secondo anno lo studente inizia a recepire nozioni di base sulla propedeutica clinica odontoiatrica, sulla fisiopatologia dei tessuti mineralizzati e sui materiali dentari acquisendo in tali materie 27 CFU. Nel successivo triennio attraverso lo studio di discipline di interesse medico, chirurgico e specialistico con particolare riferimento alle problematiche cliniche correlate alle patologie odontostomatologiche, lo studente apprende il metodo per affrontare il paziente con problematiche di natura odontostomatologica. Le attivita' programmate durante il 3°, 4° e 5° anno di corso prevedono tirocini preclinici di discipline odontoiatriche e non solo che consentono allo studente di apprendere le modalita' per effettuare le principali cure odontoiatriche su simulatore e di realizzare manufatti protesici. Il superamento dei 20 esami previsti nel triennio consente al discente di acquisire ulteriori 182 CFU."
ORTOTTICA ED ASSISTENZA OFTALMOLOGICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI ORTOTTISTA ED ASSISTENTE DI OFTALMOLOGIA),https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/ortottica-ed-assistenza-oftalmologica-abilitante-alla,"ORTOTTICA ED ASSISTENZA OFTALMOLOGICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI ORTOTTISTA ED ASSISTENTE DI OFTALMOLOGIA) Il Corso di Laurea in Ortottica e Assistenza Oftalmologica di Torino ha lo scopo di formare una figura professionale con competenze tecnico-semeiologiche - delle basi scientifiche e della preparazione teorico-pratica necessarie per la comprensione dei fenomeni biologici ed ereditari, dei principali meccanismi di funzionamento degli organi e degli apparati, nonché della conoscenza delle dimensioni psicologiche, sociali ed ambientali;"
OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/ostetricia-abilitante-alla-professione-sanitaria-di,"Al termine del percorso formativo triennale, la Laureata- il Laureato in Ostetricia deve essere in grado di effettuare con propria responsabilità, in autonomia e/o in collaborazione con altri Professionisti sanitari e sociali, nel pieno rispetto dei principi etici e deontologici, interventi di natura intellettuale e tecnico-scientifica in ambito assistenziale, relazionale, educativo, gestionale, formativo e di ricerca volti alla prevenzione, diagnosi, cura, salvaguardia e recupero della salute e palliazione in ambito OSTETRICO, NEONATALE, GINECOLOGICO e GINECO-ONCOLOGICO, con particolare attenzione ai soggetti donna, coppia, neonata/o, bambina/o, famiglie, collettività, nei diversi contesti di vita e luoghi di assistenza. Il Corso di Studi, di durata triennale (180 CFU), è organizzato in semestri per quanto concerne le attività teoriche (lezioni) e annualità per quanto concerne le attività teorico-pratiche (laboratori, simulazioni, attività seminariali,...) e di tirocinio clinico (nei contesti assistenziali). Le attività teoriche, teorico-pratiche e di tirocinio clinico esperienziale sono strettamente interconnesse e programmate in una logica curricolare che consenta una progressiva acquisizione di conoscenze, capacità di comprensione, capacità di applicare conoscenze e comprensione, autonomia di giudizio, abilità comunicative e capacità di apprendimento, tenuto conto delle evidenze scientifiche e degli orientamenti normativi ed organizzativi di riferimento nel contesto italiano ed internazionale."
OTTICA E OPTOMETRIA,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/ottica-e-optometria,"Il Corso di Laurea Triennale in Ottica e Optometria si propone di formare una nuova generazione di professionisti nel campo della Ottica e della Optometria. La rapida evoluzione scientifica e tecnologica del settore ha fatto emergere l'esigenza culturale e di mercato di una preparazione di livello universitario per questo tipo di qualifica professionale, in accordo con la normativa dei maggiori paesi europei. Nello stesso tempo l'aumento della sensibilità della popolazione ai problemi della visione e della loro prevenzione e la crescente attenzione delle strutture pubbliche e private ai problemi della salute visuale stanno inducendo una progressiva crescita del mercato del lavoro e della utenza media dei centri ottici specializzati, attualmente ancora inferiore alla media europea. Corsi tenuti da professionisti del settore e stages forniranno alle/agli studenti le metodiche disciplinari e la capacità di applicarle in situazioni concrete con appropriata conoscenza delle normative e delle problematiche deontologiche."
POLITICHE E SERVIZI SOCIALI,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/politiche-e-servizi-sociali,"La laurea magistrale in Politiche e servizi sociali intende fornire una preparazione orientata in due direzioni: B) acquisizione delle competenze necessarie all'attività di gestione e programmazione delle politiche sociali ed all'attività di gestione e direzione dei servizi sociali. A) In prospettiva di continuità con la laurea triennale in Servizio sociale, il completamento e l'integrazione del percorso formativo costituiscono una proposta di formazione avanzata e di specializzazione per operatori già impegnati nei servizi e nelle istituzioni e rispondono all'obiettivo di orientare all'accesso all'esame di stato per l'iscrizione alla sezione A dell'Albo degli Assistenti sociali. A tal fine, i contenuti disciplinari consentiranno al candidato di possedere:"
PROGRAMMAZIONE E GESTIONE DEI SERVIZI EDUCATIVI E FORMATIVI,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/programmazione-e-gestione-dei-servizi-educativi-e,"Il Corso di Laurea Magistrale in Programmazione e gestione dei servizi educativi e formativi promuove un'avanzata e qualificata formazione teorico-pratica nell'ambito delle discipline delle scienze dell'educazione e della formazione inerenti ai settori dell'analisi, progettazione ed intervento educativo, nonché della programmazione e organizzazione delle risorse formative e dei servizi educativi. Il laureato in Programmazione e Gestione dei servizi educativi e formativi può operare con funzioni di elevata responsabilità all'interno di realtà gestite sia dal privato sociale sia da enti pubblici prevalentemente nel campo socio-educativo e assistenziale, in attività di progettazione e programmazione educativa, gestione di servizi educativi e culturali, coordinamento di interventi tra le aree del pubblico e del privato sociale, valutazione della qualità dei servizi socio-educativi. Come da disposizioni del Decreto del Presidente della Repubblica n. 259 del 09/05/2017, recante disposizioni per la razionalizzazione ed accorpamento delle classi di concorso a cattedre e a posti di insegnamento, la Laurea Magistrale in Programmazione e gestione dei servizi educativi e formativi LM-50, solo se in possesso dei CFU nelle aree disciplinari specificate dal Decreto, costituisce requisito di accesso alla classe di concorso e di abilitazione per insegnare Filosofia, Psicologia e Scienze dell'educazione in alcuni indirizzi di studi della scuola secondaria superiore (classe di insegnamento ex 36/A, ora A-18: Filosofia e Scienze umane). In proposito, consultare con estrema attenzione il Decreto. Secondo la normativa vigente il corso di laurea consente di acquisire il titolo di pedagogista."
PSICOLOGIA CLINICA,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/psicologia-clinica,"Il Corso di Laurea Magistrale in Psicologia Clinica (LM 51) rappresenta una opportunità formativa per chi intende conseguire una professionalità psicologica in ambito clinico, inteso come processo psicodiagnostico, di sostegno e cura, di promozione e prevenzione. Lo sviluppo delle competenze e conoscenze fondamentali per l'aiuto psicologico agli individui, ai gruppi ed alle comunità, ne rappresenta la struttura fondamentale. L'ordinamento della professione psicologica in ambito clinico è normato secondo due livelli successivi: esercizio della professione psicologica ed esercizio della professione psicoterapeutica (condiviso con la professione medica). - trasmettere conoscenze, competenze, capacità di comprensione e tecniche specifiche di psicodiagnosi e intervento clinico, come anche degli strumenti e delle competenze necessarie per l'intervento di tipo psicosociale, nelle diverse fasi del ciclo di vita, tipiche della professione dello psicologo;"
PSICOLOGIA CRIMINOLOGICA E FORENSE,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/psicologia-criminologica-e-forense,"Il Corso di Laurea Magistrale interdipartimentale in Psicologia criminologica e forense (CLM-PCF, per semplicità da ora in poi PCF) è stato istituito per le persone interessate a lavorare in ambito criminologico, giuridico e forense con lo scopo di promuovere competenza e responsabilità professionale in un contesto in cui è fondamentale tutelare il benessere delle persone e della comunità attraverso il mondo giustizia (penale, civile, minorile). PCF nasce da un progetto promosso dal Dipartimento di Psicologia e dal Dipartimento di Giurisprudenza dell'Università di Torino per promuovere un nuovo profilo professionale, declinato in senso psico-criminologico, psico-giuridico e forense, psicopatologico-forense, neuroscientifico e neuropsicologico forense, che prevede l'acquisizione di competenze psicologiche nuove e complesse accanto a quelle tradizionali. Questa iniziativa intende rispondere ad un bisogno formativo-scientifico, sempre più forte a livello di Ateneo torinese, a livello nazionale, a livello Europeo e internazionale. A partire dall'a.a. 2023/24, PCF è l'esito di una riprogettazione del precedente Corso di Laurea che riprende lo stesso nome, una riprogettazione che è dettata dalla «riforma abilitante» (cf. Decreto Interministeriale n. 654, 5.07.2022, i cui riferimenti normativi sono disponibili al link:"
PSICOLOGIA DEL LAVORO E DELL'ORGANIZZAZIONE,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/psicologia-del-lavoro-e-dellorganizzazione,"Il Corso di Laurea Magistrale in Psicologia del lavoro e dell'organizzazione (CLM_PLO) è stato istituito per l'a.a. 2023-24, riprogettando il precedente Corso di Laurea alla luce della cosiddetta “riforma abilitante” (Decreto Interministeriale n. 654 del 5-7 2022 -i riferimenti normativi sono disponibili al link: Facendo proprio lo spirito della riforma, il CLM_PLO si propone di adeguare l'offerta formativa alle nuove esigenze del contesto occupazionale, che richiedono un professionista psicologo del lavoro e dell'organizzazione in grado di far fronte ai più recenti cambiamenti delle organizzazioni, del mondo del lavoro e della società nel suo complesso. Il CLM_PLO prevede un'offerta formativa orientata sia alle tematiche della qualità della vita e della salute occupazionale, sia alla gestione delle risorse umane aperta alle 'grandi sfide' della modernità. In tal senso, il CLM_PLO si propone di formare professionisti che sappiano esprimere un insieme di competenze psicologiche di natura organizzativa utili a leggere i fenomeni e le dinamiche lavorative, al fine di progettare e realizzare interventi, a carattere psicologico mirati ed efficaci. La proposta formativa vuole dunque favorire l'approfondimento di metodi e strumenti di lavoro e di ricerca attraverso forme didattiche attive e partecipative."
PSICOLOGIA PER LO SPORT E L'ATTIVITA' MOTORIA,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/psicologia-lo-sport-e-lattivita-motoria,"Il CdS in PSICOLOGIA PER LO SPORT E L'ATTIVITA' MOTORIA fornisce conoscenze teoriche e strumenti operativi utili alla formazione di figure esperte, sia nell'ambito della professione, sia nella ricerca. Il percorso formativo del corso di laurea magistrale in PSAM ha come caratteristica distintiva quella di rispondere alle esigenze espresse dal mercato del lavoro. In questo contesto, infatti, è sempre più richiesta una figura professionale di psicologa e psicologo, specializzati nell'ottimizzazione delle risorse psicologiche connesse alla prestazione sportiva e al supporto della motivazione personale, come anche nelle ricadute dell'attività motoria sulle principali funzioni cognitive e nella promozione del benessere psicofisico e psicosociale non solo degli sportivi ma dei praticanti a vari livelli e in diversi contesti di sviluppo. L'attività sportiva e motoria è dunque vista come pratica che alimenta la qualità della vita e che comporta ripercussioni positive a livello relazionale durante l'intero ciclo di vita. La formazione di una figura professionale specifica nell'ambito della psicologia per lo sport e l'attività motoria risulta oggi ancora più urgente a causa della presenza sempre più diffusa di liberi professionisti senza specifico titolo che in un abuso di professione si occupano di interventi specificamente di competenza dello psicologo. Il corso magistrale prevede inoltre, come da normativa sulle lauree abilitanti, 20 cfu di Tirocinio Pratico Valutativo (TPV) la cui realizzazione sarà in capo a convenzioni con Enti e Organizzazioni del settore. Il Corso di LM in PSICOLOGIA PER LO SPORT E L'ATTIVITA' MOTORIA LM-51R prevede complessivamente 30 posti."
QUANTITATIVE FINANCE AND INSURANCE  - FINANZA QUANTITATIVA E ASSICURAZIONI,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/quantitative-finance-and-insurance-finanza-quantitativa,"Il Corso di Laurea Magistrale in Quantitative Finance and Insurance nasce per fornire personale capace di affrontare tematiche complesse relative alle decisioni finanziarie in condizioni di incertezza di vario livello e più o meno strutturate. Si articola in due curricula per consentire una aderenza ad ambienti operativi diversi con tipi di incertezza diversificati, quali quello essenzialmente finanziario e quello assicurativo. All'interno di ciascuno dei due curricula vi è una notevole polivalenza, ma vi è spazio per delle scelte individuali volte a meglio precisare il settore di competenza desiderato. Risulta dalla trasformazione di precedenti corsi analoghi che hanno effettivamente contribuito a riempire un vuoto nel mercato del lavoro nazionale e, finora, anche locale: il corso continuerà a svolgere tale funzione. Gli studenti che intendono iscriversi al corso di laurea magistrale in Quantitative Finance and Insurance devono essere in possesso della Laurea o del diploma universitario di durata triennale o di altro titolo conseguito all'estero, riconosciuto idoneo in base alla normativa vigente. Gli studenti devono inoltre essere in possesso dei requisiti curriculari e di adeguata personale preparazione, non essendo prevista l'iscrizione con carenze formative. Si ritengono essenziali un'adeguata capacità di utilizzo dei principali strumenti informatici (elaborazione di testi, utilizzo di fogli elettronici di calcolo, progettazione e gestione di database, utilizzo di strumenti di presentazione) e la conoscenza della lingua inglese ad un livello adeguato per partecipare con profitto alle attività didattiche del corso di laurea."
SCIENZA DEI MATERIALI,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienza-dei-materiali,"L'evoluzione della specie umana, dagli albori ad oggi, è stata guidata dalla capacità di selezionare, adattare, ottimizzare ed usare i materiali. Non a caso si utilizzano terminologie quali età della pietra, del bronzo, del ferro, per definire determinati periodi del cammino dell'essere umano. La necessità di immaginare, progettare, realizzare e sfruttare nuovi materiali è diventata un imperativo della società del terzo millennio. Tenuto conto delle realtà presenti sul territorio regionale e dei loro collegamenti nazionali ed internazionali, il corso si rivolge a diversi settori di attività quali la catalisi, i polimeri, i metalli e le leghe, i vetri ed i ceramici, i biomateriali, la produzione di energia, la sensoristica, la microelettronica. Il CdL di Scienza dei Materiali è un corso di laurea di primo livello afferente alla nuova classe di laurea in Scienza dei Materiali, unico attivato a livello regionale nella nuova classe di laurea in Scienza dei Materiali. Il corso è erogato in maniera tradizionale, in italiano. Si prevede accesso libero con superamento di un test di accertamento requisiti minimi e attribuzione di OFA da assolversi nel I anno in caso di non superamento del test."
SCIENZE AGRARIE,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-agrarie,"Il Corso di Laurea in Scienze Agrarie è organizzato in tre Curricula (Gestione Sostenibile delle Colture, Smart Agriculture e Cooperazione Internazionale) e intende formare esperti/e con una preparazione ampia e multidisciplinare per operare in autonomia con compiti progettuali, decisionali e direttivi nell'ambito dei sistemi agrari. La moderna agricoltura, accanto all'obiettivo primario di produrre alimenti, deve anche saper gestire il territorio e garantire la sicurezza delle produzioni, salvaguardando l'ambiente e la salute umana. Il/la laureato/a magistrale avrà la flessibilità culturale, scientifica e tecnica necessaria per gestire i sistemi produttivi agricoli nei contesti sociali, economici ed ambientali in cui si troverà ad operare."
SCIENZE AMMINISTRATIVE E GIURIDICHE DELLE ORGANIZZAZIONI PUBBLICHE E PRIVATE,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-amministrative-e-giuridiche-delle,"Il Corso di Studio in Scienze amministrative e giuridiche delle organizzazioni pubbliche e private ha l'obiettivo di formare giuristi capaci di analizzare il sistema sociale e i sistemi organizzativi, di comprenderne le evoluzioni e di progettare soluzioni innovative nella gestione delle imprese e delle amministrazioni pubbliche e private, con particolare attenzione ai rapporti con i lavoratori e alla gestione delle risorse umane. A tale scopo, il Corso di Laurea magistrale si propone di fornire una solida preparazione multidisciplinare, principalmente in ambito giuridico, gestionale, economico, aziendalistico, sociologico-politico ed informatico. Le materie trattate nel Corso di Laurea magistrale sono principalmente riconducibili alla disciplina organizzativa degli enti, pubblici e privati, e delle imprese o strumentali alla comprensione degli stessi e dei relativi meccanismi e il loro studio mira a sviluppare la capacità di conoscere e comprendere le dinamiche del sistema sociale, con specifico riguardo all'interazione delle istituzioni pubbliche e private con il mondo del lavoro e con i lavoratori. Gli/Le studenti/studentesse che intendono iscriversi al Corso di Laurea Magistrale in Scienze amministrative e giuridiche delle organizzazioni pubbliche e private devono essere in possesso della Laurea o del diploma universitario di durata triennale o di altro titolo conseguito all'estero, riconosciuto idoneo in base alla normativa vigente. Gli/Le studenti/studentesse devono inoltre"
SCIENZE ANIMALI,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-animali,"L'attuale Corso di Laurea Magistrale (CLM) interdipartimentale (che vede coinvolti i Dipartimenti di Scienze Agrarie, Forestali e Alimentari, DISAFA, e di Scienze Veterinarie, DSV) in Scienze Animali rappresenta l'evoluzione del preesistente Corso di Laurea Magistrale in Scienze Zootecniche, che afferiva al solo DISAFA. Il CLM in Scienze Animali si articola in due curricula: 1. Filiere zootecniche e qualità dei prodotti' (erogato italiano), che riprende e aggiorna i contenuti del preesistente Corso; 2. 'Animal Nutrition and Feed Safety' (erogato in inglese), che risponde all'esigenza di ampliare l'offerta formativa e promuovere l'internazionalizzazione."
SCIENZE BIOLOGICHE,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-biologiche,"Il corso di Laurea è di durata triennale ed ha come finalità la preparazione di laureati con una buona conoscenza di base nei diversi settori delle Scienze Biologiche. Il corso è a numero programmato (300 studenti, di cui 10 stranieri). Gli studenti dovranno sostenere la prova di ammissione attraverso il sostenimento del TOLC B test online del CISIA (Consorzio Interuniversitario Sistemi Integrati per l'Accesso), presso una qualsiasi delle Università che aderisce al CISIA, ed effettuare la Pre-iscrizione ai corsi ad accesso programmato sul portale Unito, per essere inseriti nella graduatoria della sede di Torino. Il test è comunque considerato valido ai fini dell'accertamento dei requisiti minimi per l'iscrizione ad un qualunque corso di studi della Scuola di Scienze della Natura ad accesso libero. Per orientare i propri interessi verso settori specifici della biologia, attribuire una valenza professionale alla laurea, ed eventualmente prepararsi al proseguimento degli studi con una Laurea Magistrale, il corso prevede:"
SCIENZE DEGLI ALIMENTI E DELLA NUTRIZIONE UMANA,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-degli-alimenti-e-della-nutrizione-umana,"Durante il primo anno gli/le studenti/sse approfondiranno, tramite insegnamenti a contenuto integrato e con approccio interdisciplinare, le conoscenze in discipline quali la chimica degli alimenti, la microbiologia, le tecnologie alimentari, la biochimica, la fisiologia, l'endocrinologia, la genetica e l'igiene, con un'attenzione specifica alle problematiche specialistiche della nutrizione umana. Si affronteranno contenuti riguardanti la biochimica della nutrizione con particolare attenzione sia ad aspetti tecnologici legati alla evidenziazione dei componenti, dei residui e degli additivi negli alimenti, sia ad aspetti metabolici in condizioni fisiologiche e patologiche. Inoltre lo/a studente/ssa dovrà apprendere i principi della genetica medica applicata in campo nutrizionale con particolare attenzione alla Nutrigenomica e alla fisiologia della nutrizione umana utili a interpretare le diverse esigenze alimentari. Si forniranno le nozioni di base sull'assorbimento e utilizzazione dei nutrienti e su eventuali problematiche derivanti da alcuni schemi alimentari. Lo/a studente/ssa dovrà inoltre conoscere e rilevare la presenza di alterazioni microbiologiche negli alimenti conservati e di produzione industriale, i rischi connessi alla presenza di allergeni e di additivi, le caratteristiche igienico-organizzative della nutrizione delle collettività e della ristorazione. Nel primo anno sono inoltre previsti due insegnamenti ad alto contenuto specialistico che affrontano tematiche di chimica degli alimenti e le tecniche di produzione alimentare, e insegnamenti di notevole rilevanza per la preparazione interdisciplinare."
SCIENZE DEI SISTEMI FORESTALI E DELL'AMBIENTE,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-dei-sistemi-forestali-e-dellambiente,"Il Corso di Studio (CdS) intende fornire gli strumenti culturali, tecnici, scientifici ed organizzativi necessari per operare in autonomia con compiti analitici, progettuali, decisionali e direttivi in ambito forestale, ambientale e territoriale, notoriamente caratterizzati da un'elevata complessità fisica, biologica e socio-economica. Il Corso di Laurea Magistrale è il naturale proseguimento della Laurea L-25 in 'Scienze Forestali e Ambientali'. Il CdS si pone l'obiettivo di integrare e consolidare la preparazione acquisita da studenti e studentesse nel CdL triennale. Sono infatti ricomprese tutte le discipline che completano la formazione tipica di un/a laureato/a nella classe LM-73, indispensabili per coloro che intendono svolgere la libera professione di “Dottore Agronomo e Dottore Forestale” previo superamento dell'Esame di Stato."
